id|id_os|id_user|pid|proc_name|user|status|command|environ
PROC-cb8b4d5668c8e0e354c0c99d7160acd1-36|OS-cb8b4d5668c8e0e354c0c99d7160acd1|USER-cb8b4d5668c8e0e354c0c99d7160acd1-root|36|ksmd|root|sleeping||
PROC-cb8b4d5668c8e0e354c0c99d7160acd1-37|OS-cb8b4d5668c8e0e354c0c99d7160acd1|USER-cb8b4d5668c8e0e354c0c99d7160acd1-root|37|khugepaged|root|sleeping||
PROC-cb8b4d5668c8e0e354c0c99d7160acd1-38|OS-cb8b4d5668c8e0e354c0c99d7160acd1|USER-cb8b4d5668c8e0e354c0c99d7160acd1-root|38|crypto|root|sleeping||
PROC-cb8b4d5668c8e0e354c0c99d7160acd1-46|OS-cb8b4d5668c8e0e354c0c99d7160acd1|USER-cb8b4d5668c8e0e354c0c99d7160acd1-root|46|kthrotld|root|sleeping||
PROC-cb8b4d5668c8e0e354c0c99d7160acd1-48|OS-cb8b4d5668c8e0e354c0c99d7160acd1|USER-cb8b4d5668c8e0e354c0c99d7160acd1-root|48|kmpath_rdacd|root|sleeping||
PROC-cb8b4d5668c8e0e354c0c99d7160acd1-49|OS-cb8b4d5668c8e0e354c0c99d7160acd1|USER-cb8b4d5668c8e0e354c0c99d7160acd1-root|49|kaluad|root|sleeping||
PROC-cb8b4d5668c8e0e354c0c99d7160acd1-51|OS-cb8b4d5668c8e0e354c0c99d7160acd1|USER-cb8b4d5668c8e0e354c0c99d7160acd1-root|51|kpsmoused|root|sleeping||
PROC-cb8b4d5668c8e0e354c0c99d7160acd1-53|OS-cb8b4d5668c8e0e354c0c99d7160acd1|USER-cb8b4d5668c8e0e354c0c99d7160acd1-root|53|ipv6_addrconf|root|sleeping||
PROC-cb8b4d5668c8e0e354c0c99d7160acd1-66|OS-cb8b4d5668c8e0e354c0c99d7160acd1|USER-cb8b4d5668c8e0e354c0c99d7160acd1-root|66|deferwq|root|sleeping||
PROC-cb8b4d5668c8e0e354c0c99d7160acd1-98|OS-cb8b4d5668c8e0e354c0c99d7160acd1|USER-cb8b4d5668c8e0e354c0c99d7160acd1-root|98|kauditd|root|sleeping||
PROC-cb8b4d5668c8e0e354c0c99d7160acd1-432|OS-cb8b4d5668c8e0e354c0c99d7160acd1|USER-cb8b4d5668c8e0e354c0c99d7160acd1-root|432|plymouthd|root|sleeping|@usr/sbin/plymouthd --mode=boot --pid-file=/var/run/plymouth/pid --attach-to-session|LANG=en_US.UTF-8 PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin
PROC-cb8b4d5668c8e0e354c0c99d7160acd1-2743|OS-cb8b4d5668c8e0e354c0c99d7160acd1|USER-cb8b4d5668c8e0e354c0c99d7160acd1-root|2743|nfit|root|sleeping||
PROC-cb8b4d5668c8e0e354c0c99d7160acd1-2748|OS-cb8b4d5668c8e0e354c0c99d7160acd1|USER-cb8b4d5668c8e0e354c0c99d7160acd1-root|2748|ata_sff|root|sleeping||
PROC-cb8b4d5668c8e0e354c0c99d7160acd1-2749|OS-cb8b4d5668c8e0e354c0c99d7160acd1|USER-cb8b4d5668c8e0e354c0c99d7160acd1-root|2749|mpt_poll_0|root|sleeping||
PROC-cb8b4d5668c8e0e354c0c99d7160acd1-2755|OS-cb8b4d5668c8e0e354c0c99d7160acd1|USER-cb8b4d5668c8e0e354c0c99d7160acd1-root|2755|mpt/0|root|sleeping||
PROC-cb8b4d5668c8e0e354c0c99d7160acd1-2800|OS-cb8b4d5668c8e0e354c0c99d7160acd1|USER-cb8b4d5668c8e0e354c0c99d7160acd1-root|2800|scsi_eh_0|root|sleeping||
PROC-cb8b4d5668c8e0e354c0c99d7160acd1-2804|OS-cb8b4d5668c8e0e354c0c99d7160acd1|USER-cb8b4d5668c8e0e354c0c99d7160acd1-root|2804|scsi_tmf_0|root|sleeping||
PROC-cb8b4d5668c8e0e354c0c99d7160acd1-2830|OS-cb8b4d5668c8e0e354c0c99d7160acd1|USER-cb8b4d5668c8e0e354c0c99d7160acd1-root|2830|scsi_eh_1|root|sleeping||
PROC-cb8b4d5668c8e0e354c0c99d7160acd1-2837|OS-cb8b4d5668c8e0e354c0c99d7160acd1|USER-cb8b4d5668c8e0e354c0c99d7160acd1-root|2837|scsi_tmf_1|root|sleeping||
PROC-cb8b4d5668c8e0e354c0c99d7160acd1-2845|OS-cb8b4d5668c8e0e354c0c99d7160acd1|USER-cb8b4d5668c8e0e354c0c99d7160acd1-root|2845|scsi_eh_2|root|sleeping||
PROC-cb8b4d5668c8e0e354c0c99d7160acd1-2848|OS-cb8b4d5668c8e0e354c0c99d7160acd1|USER-cb8b4d5668c8e0e354c0c99d7160acd1-root|2848|scsi_tmf_2|root|sleeping||
PROC-cb8b4d5668c8e0e354c0c99d7160acd1-2850|OS-cb8b4d5668c8e0e354c0c99d7160acd1|USER-cb8b4d5668c8e0e354c0c99d7160acd1-root|2850|ttm_swap|root|sleeping||
PROC-cb8b4d5668c8e0e354c0c99d7160acd1-2851|OS-cb8b4d5668c8e0e354c0c99d7160acd1|USER-cb8b4d5668c8e0e354c0c99d7160acd1-root|2851|irq/16-vmwgfx|root|sleeping||
PROC-cb8b4d5668c8e0e354c0c99d7160acd1-4243|OS-cb8b4d5668c8e0e354c0c99d7160acd1|USER-cb8b4d5668c8e0e354c0c99d7160acd1-root|4243|jbd2/sda2-8|root|sleeping||
PROC-cb8b4d5668c8e0e354c0c99d7160acd1-4248|OS-cb8b4d5668c8e0e354c0c99d7160acd1|USER-cb8b4d5668c8e0e354c0c99d7160acd1-root|4248|ext4-rsv-conver|root|sleeping||
PROC-cb8b4d5668c8e0e354c0c99d7160acd1-4321|OS-cb8b4d5668c8e0e354c0c99d7160acd1|USER-cb8b4d5668c8e0e354c0c99d7160acd1-root|4321|systemd-journald|root|sleeping|/usr/lib/systemd/systemd-journald|LANG=en_US.UTF-8 PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin NOTIFY_SOCKET=/run/systemd/notify LISTEN_PID=4321 LISTEN_FDS=3 WATCHDOG_PID=4321 WATCHDOG_USEC=180000000
PROC-cb8b4d5668c8e0e354c0c99d7160acd1-4339|OS-cb8b4d5668c8e0e354c0c99d7160acd1|USER-cb8b4d5668c8e0e354c0c99d7160acd1-root|4339|lvmetad|root|sleeping|/usr/sbin/lvmetad -f|LANG=en_US.UTF-8 PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin LISTEN_PID=4339 LISTEN_FDS=1 SD_ACTIVATION=1
PROC-cb8b4d5668c8e0e354c0c99d7160acd1-4355|OS-cb8b4d5668c8e0e354c0c99d7160acd1|USER-cb8b4d5668c8e0e354c0c99d7160acd1-root|4355|systemd-udevd|root|sleeping|/usr/lib/systemd/systemd-udevd|LANG=en_US.UTF-8 PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin NOTIFY_SOCKET=/run/systemd/notify LISTEN_PID=4355 LISTEN_FDS=2
PROC-cb8b4d5668c8e0e354c0c99d7160acd1-7300|OS-cb8b4d5668c8e0e354c0c99d7160acd1|USER-cb8b4d5668c8e0e354c0c99d7160acd1-root|7300|kworker/0:1H|root|sleeping||
PROC-cb8b4d5668c8e0e354c0c99d7160acd1-7377|OS-cb8b4d5668c8e0e354c0c99d7160acd1|USER-cb8b4d5668c8e0e354c0c99d7160acd1-root|7377|jbd2/sda1-8|root|sleeping||
PROC-cb8b4d5668c8e0e354c0c99d7160acd1-7379|OS-cb8b4d5668c8e0e354c0c99d7160acd1|USER-cb8b4d5668c8e0e354c0c99d7160acd1-root|7379|ext4-rsv-conver|root|sleeping||
PROC-cb8b4d5668c8e0e354c0c99d7160acd1-8716|OS-cb8b4d5668c8e0e354c0c99d7160acd1|USER-cb8b4d5668c8e0e354c0c99d7160acd1-root|8716|auditd|root|sleeping|/sbin/auditd|LANG=en_US.UTF-8 PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin
PROC-cb8b4d5668c8e0e354c0c99d7160acd1-8718|OS-cb8b4d5668c8e0e354c0c99d7160acd1|USER-cb8b4d5668c8e0e354c0c99d7160acd1-root|8718|audispd|root|sleeping|/sbin/audispd|LANG=en_US.UTF-8 PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin
PROC-cb8b4d5668c8e0e354c0c99d7160acd1-8720|OS-cb8b4d5668c8e0e354c0c99d7160acd1|USER-cb8b4d5668c8e0e354c0c99d7160acd1-root|8720|sedispatch|root|sleeping|/usr/sbin/sedispatch|
PROC-cb8b4d5668c8e0e354c0c99d7160acd1-8722|OS-cb8b4d5668c8e0e354c0c99d7160acd1|USER-cb8b4d5668c8e0e354c0c99d7160acd1-root|8722|rpciod|root|sleeping||
PROC-cb8b4d5668c8e0e354c0c99d7160acd1-8723|OS-cb8b4d5668c8e0e354c0c99d7160acd1|USER-cb8b4d5668c8e0e354c0c99d7160acd1-root|8723|xprtiod|root|sleeping||
PROC-cb8b4d5668c8e0e354c0c99d7160acd1-8749|OS-cb8b4d5668c8e0e354c0c99d7160acd1|USER-cb8b4d5668c8e0e354c0c99d7160acd1-rpc|8749|rpcbind|rpc|sleeping|/sbin/rpcbind -w|LANG=en_US.UTF-8 PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin LISTEN_PID=8748 LISTEN_FDS=5 RPCBIND_ARGS=
PROC-cb8b4d5668c8e0e354c0c99d7160acd1-8751|OS-cb8b4d5668c8e0e354c0c99d7160acd1|USER-cb8b4d5668c8e0e354c0c99d7160acd1-root|8751|VGAuthService|root|sleeping|/usr/bin/VGAuthService -s|LANG=en_US.UTF-8 PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin
PROC-cb8b4d5668c8e0e354c0c99d7160acd1-8752|OS-cb8b4d5668c8e0e354c0c99d7160acd1|USER-cb8b4d5668c8e0e354c0c99d7160acd1-polkitd|8752|polkitd|polkitd|sleeping|/usr/lib/polkit-1/polkitd --no-debug|LANG=en_US.UTF-8 PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin
PROC-cb8b4d5668c8e0e354c0c99d7160acd1-8753|OS-cb8b4d5668c8e0e354c0c99d7160acd1|USER-cb8b4d5668c8e0e354c0c99d7160acd1-root|8753|udisksd|root|sleeping|/usr/libexec/udisks2/udisksd|LANG=en_US.UTF-8 PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin
PROC-cb8b4d5668c8e0e354c0c99d7160acd1-8757|OS-cb8b4d5668c8e0e354c0c99d7160acd1|USER-cb8b4d5668c8e0e354c0c99d7160acd1-root|8757|rngd|root|sleeping|/sbin/rngd -f|LANG=en_US.UTF-8 PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin
PROC-cb8b4d5668c8e0e354c0c99d7160acd1-8758|OS-cb8b4d5668c8e0e354c0c99d7160acd1|USER-cb8b4d5668c8e0e354c0c99d7160acd1-root|8758|smartd|root|sleeping|/usr/sbin/smartd -n -q never|LANG=en_US.UTF-8 PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin smartd_opts=-q never
PROC-cb8b4d5668c8e0e354c0c99d7160acd1-8759|OS-cb8b4d5668c8e0e354c0c99d7160acd1|USER-cb8b4d5668c8e0e354c0c99d7160acd1-root|8759|accounts-daemon|root|sleeping|/usr/libexec/accounts-daemon|LANG=en_US.UTF-8 PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin GVFS_DISABLE_FUSE=1 GIO_USE_VFS=local GVFS_REMOTE_VOLUME_MONITOR_IGNORE=1
PROC-cb8b4d5668c8e0e354c0c99d7160acd1-8762|OS-cb8b4d5668c8e0e354c0c99d7160acd1|USER-cb8b4d5668c8e0e354c0c99d7160acd1-libstoragemgmt|8762|lsmd|libstoragemgmt|sleeping|/usr/bin/lsmd -d|LANG=en_US.UTF-8 PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin HOME=/root LOGNAME=root USER=root SHELL=/bin/sh
PROC-cb8b4d5668c8e0e354c0c99d7160acd1-8766|OS-cb8b4d5668c8e0e354c0c99d7160acd1|USER-cb8b4d5668c8e0e354c0c99d7160acd1-rtkit|8766|rtkit-daemon|rtkit|sleeping|/usr/libexec/rtkit-daemon|LANG=en_US.UTF-8 PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin NOTIFY_SOCKET=/run/systemd/notify
PROC-cb8b4d5668c8e0e354c0c99d7160acd1-8767|OS-cb8b4d5668c8e0e354c0c99d7160acd1|USER-cb8b4d5668c8e0e354c0c99d7160acd1-avahi|8767|avahi-daemon|avahi|sleeping|avahi-daemon: running [srv1.local]|
PROC-cb8b4d5668c8e0e354c0c99d7160acd1-8768|OS-cb8b4d5668c8e0e354c0c99d7160acd1|USER-cb8b4d5668c8e0e354c0c99d7160acd1-root|8768|systemd-logind|root|sleeping|/usr/lib/systemd/systemd-logind|LANG=en_US.UTF-8 PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin NOTIFY_SOCKET=/run/systemd/notify WATCHDOG_PID=8768 WATCHDOG_USEC=180000000
PROC-cb8b4d5668c8e0e354c0c99d7160acd1-8769|OS-cb8b4d5668c8e0e354c0c99d7160acd1|USER-cb8b4d5668c8e0e354c0c99d7160acd1-root|8769|vmtoolsd|root|sleeping|/usr/bin/vmtoolsd|LANG=en_US.UTF-8 PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin
PROC-cb8b4d5668c8e0e354c0c99d7160acd1-8774|OS-cb8b4d5668c8e0e354c0c99d7160acd1|USER-cb8b4d5668c8e0e354c0c99d7160acd1-root|8774|irqbalance|root|sleeping|/usr/sbin/irqbalance --foreground|LANG=en_US.UTF-8 PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin
PROC-cb8b4d5668c8e0e354c0c99d7160acd1-8775|OS-cb8b4d5668c8e0e354c0c99d7160acd1|USER-cb8b4d5668c8e0e354c0c99d7160acd1-dbus|8775|dbus-daemon|dbus|sleeping|/usr/bin/dbus-daemon --system --address=systemd: --nofork --nopidfile --systemd-activation|LANG=en_US.UTF-8 PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin LISTEN_PID=8775 LISTEN_FDS=1
PROC-cb8b4d5668c8e0e354c0c99d7160acd1-8780|OS-cb8b4d5668c8e0e354c0c99d7160acd1|USER-cb8b4d5668c8e0e354c0c99d7160acd1-chrony|8780|chronyd|chrony|sleeping|/usr/sbin/chronyd|LANG=en_US.UTF-8 PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin OPTIONS=
PROC-cb8b4d5668c8e0e354c0c99d7160acd1-8783|OS-cb8b4d5668c8e0e354c0c99d7160acd1|USER-cb8b4d5668c8e0e354c0c99d7160acd1-avahi|8783|avahi-daemon|avahi|sleeping|avahi-daemon: chroot helper|
PROC-cb8b4d5668c8e0e354c0c99d7160acd1-8789|OS-cb8b4d5668c8e0e354c0c99d7160acd1|USER-cb8b4d5668c8e0e354c0c99d7160acd1-root|8789|gssproxy|root|sleeping|/usr/sbin/gssproxy -D|LANG=en_US.UTF-8 PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin KRB5RCACHEDIR=/var/lib/gssproxy/rcache
PROC-cb8b4d5668c8e0e354c0c99d7160acd1-8816|OS-cb8b4d5668c8e0e354c0c99d7160acd1|USER-cb8b4d5668c8e0e354c0c99d7160acd1-root|8816|ModemManager|root|sleeping|/usr/sbin/ModemManager|LANG=en_US.UTF-8 PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin
PROC-cb8b4d5668c8e0e354c0c99d7160acd1-8818|OS-cb8b4d5668c8e0e354c0c99d7160acd1|USER-cb8b4d5668c8e0e354c0c99d7160acd1-root|8818|abrtd|root|sleeping|/usr/sbin/abrtd -d -s|LANG=en_US.UTF-8 PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin
PROC-cb8b4d5668c8e0e354c0c99d7160acd1-8819|OS-cb8b4d5668c8e0e354c0c99d7160acd1|USER-cb8b4d5668c8e0e354c0c99d7160acd1-root|8819|abrt-watch-log|root|sleeping|/usr/bin/abrt-watch-log -F BUG: WARNING: at WARNING: CPU: INFO: possible recursive locking detected ernel BUG at list_del corruption list_add corruption do_IRQ: stack overflow: ear stack overflow (cur: eneral protection fault nable to handle kernel ouble fault: RTNL: assertion failed eek! page_mapcount(page) went negative! adness at NETDEV WATCHDOG ysctl table check failed : nobody cared IRQ handler type mismatch Kernel panic - not syncing: Machine Check Exception: Machine check events logged divide error: bounds: coprocessor segment overrun: invalid TSS: segment not present: invalid opcode: alignment check: stack segment: fpu exception: simd exception: iret exception: /var/log/messages -- /usr/bin/abrt-dump-oops -xtD|PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin PWD=/ LANG=en_US.UTF-8 SHLVL=0
PROC-cb8b4d5668c8e0e354c0c99d7160acd1-8821|OS-cb8b4d5668c8e0e354c0c99d7160acd1|USER-cb8b4d5668c8e0e354c0c99d7160acd1-root|8821|abrt-watch-log|root|sleeping|/usr/bin/abrt-watch-log -F Backtrace /var/log/Xorg.0.log -- /usr/bin/abrt-dump-xorg -xD|PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin PWD=/ LANG=en_US.UTF-8 SHLVL=0
PROC-cb8b4d5668c8e0e354c0c99d7160acd1-8847|OS-cb8b4d5668c8e0e354c0c99d7160acd1|USER-cb8b4d5668c8e0e354c0c99d7160acd1-root|8847|ksmtuned|root|sleeping|/bin/bash /usr/sbin/ksmtuned|LANG=en_US.UTF-8 PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin
PROC-cb8b4d5668c8e0e354c0c99d7160acd1-8850|OS-cb8b4d5668c8e0e354c0c99d7160acd1|USER-cb8b4d5668c8e0e354c0c99d7160acd1-root|8850|firewalld|root|sleeping|/usr/bin/python -Es /usr/sbin/firewalld --nofork --nopid|LANG=en_US.UTF-8 PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin FIREWALLD_ARGS=
PROC-cb8b4d5668c8e0e354c0c99d7160acd1-8860|OS-cb8b4d5668c8e0e354c0c99d7160acd1|USER-cb8b4d5668c8e0e354c0c99d7160acd1-root|8860|mcelog|root|sleeping|/usr/sbin/mcelog --ignorenodev --daemon --syslog|LANG=en_US.UTF-8 PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin
PROC-cb8b4d5668c8e0e354c0c99d7160acd1-8882|OS-cb8b4d5668c8e0e354c0c99d7160acd1|USER-cb8b4d5668c8e0e354c0c99d7160acd1-root|8882|NetworkManager|root|sleeping|/usr/sbin/NetworkManager --no-daemon|LANG=en_US.UTF-8 PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin
PROC-cb8b4d5668c8e0e354c0c99d7160acd1-9375|OS-cb8b4d5668c8e0e354c0c99d7160acd1|USER-cb8b4d5668c8e0e354c0c99d7160acd1-root|9375|tuned|root|sleeping|/usr/bin/python2 -Es /usr/sbin/tuned -l -P|LANG=en_US.UTF-8 PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin
PROC-cb8b4d5668c8e0e354c0c99d7160acd1-9377|OS-cb8b4d5668c8e0e354c0c99d7160acd1|USER-cb8b4d5668c8e0e354c0c99d7160acd1-root|9377|sshd|root|sleeping|/usr/sbin/sshd -D|LANG=en_US.UTF-8 PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin NOTIFY_SOCKET=/run/systemd/notify SSH_USE_STRONG_RNG=0
PROC-cb8b4d5668c8e0e354c0c99d7160acd1-9380|OS-cb8b4d5668c8e0e354c0c99d7160acd1|USER-cb8b4d5668c8e0e354c0c99d7160acd1-root|9380|cupsd|root|sleeping|/usr/sbin/cupsd -f|LANG=en_US.UTF-8 PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin LISTEN_PID=9380 LISTEN_FDS=1
PROC-cb8b4d5668c8e0e354c0c99d7160acd1-9382|OS-cb8b4d5668c8e0e354c0c99d7160acd1|USER-cb8b4d5668c8e0e354c0c99d7160acd1-root|9382|rsyslogd|root|sleeping|/usr/sbin/rsyslogd -n|LANG=en_US.UTF-8 PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin NOTIFY_SOCKET=/run/systemd/notify SYSLOGD_OPTIONS=
PROC-cb8b4d5668c8e0e354c0c99d7160acd1-9386|OS-cb8b4d5668c8e0e354c0c99d7160acd1|USER-cb8b4d5668c8e0e354c0c99d7160acd1-root|9386|containerd|root|sleeping|/usr/bin/containerd|LANG=en_US.UTF-8 PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin
PROC-cb8b4d5668c8e0e354c0c99d7160acd1-9389|OS-cb8b4d5668c8e0e354c0c99d7160acd1|USER-cb8b4d5668c8e0e354c0c99d7160acd1-root|9389|dockerd|root|sleeping|/usr/bin/dockerd -H fd:// --containerd=/run/containerd/containerd.sock|LANG=en_US.UTF-8 PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin NOTIFY_SOCKET=/run/systemd/notify LISTEN_PID=9389 LISTEN_FDS=1
PROC-cb8b4d5668c8e0e354c0c99d7160acd1-9393|OS-cb8b4d5668c8e0e354c0c99d7160acd1|USER-cb8b4d5668c8e0e354c0c99d7160acd1-root|9393|libvirtd|root|sleeping|/usr/sbin/libvirtd|LANG=en_US.UTF-8 PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin NOTIFY_SOCKET=/run/systemd/notify
PROC-cb8b4d5668c8e0e354c0c99d7160acd1-9401|OS-cb8b4d5668c8e0e354c0c99d7160acd1|USER-cb8b4d5668c8e0e354c0c99d7160acd1-root|9401|gdm|root|sleeping|/usr/sbin/gdm|LANG=en_US.UTF-8 PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin
